1,Kadangkala saya terfikir sesuatu yang tidak elok untuk diperkatakan.
2,Saya aktif mengambil bahagian dalam aktiviti kumpulan atau kemasyarakatan.
3,Saya masih boleh bertenang walaupun orang lain sedang bersedih atau terganggu emosinya.
4,Saya mempunyai kehidupan harian yang dipenuhi dengan pelbagai perkara yang menarik minat.
5,Kadangkala saya menjadi terlalu emosi sehingga tidak dapat berfikir atau bertindak secara rasional.
6,Saya cepat memberi respons yang tidak bertimbang rasa dan menyakitkan hati.
7,Saya kerap berasa terasing dan tidak diperlukan.
8,Saya tidak menjalani kehidupan di landasan yang betul.
9,Saya boleh menyatakan perasaan kasih sayang tanpa berasa malu.
10,"Saya berpendapat pertunjukan kebudayaan merupakan satu pembaziran masa, tenaga dan wang."
11,Saya mempunyai pengaruh yang kuat ke atas pemikiran ahli keluarga atau rakan sekerja.
12,Saya seorang pemaaf.
13,Saya suka kepada alam persekolahan.
14,Kadangkala saya ingin meluahkan perasaan dengan memaki hamun.
15,Saya cenderung memilih percutian yang merehatkan berbanding dengan percutian yang banyak melakukan aktiviti berat dan lasak.
16,Saya menghadapi kesukaran menumpukan perhatian semasa membaca atau mengulang kaji.
17,Saya mempunyai kehidupan peribadi yang memuaskan.
18,Saya cenderung menganalisis perasaan dan naluri diri.
19,Saya bebas daripada prasangka perkauman.
20,Saya berasa kehidupan ini tidak bermakna dan mengecewakan.
21,Keluarga saya tidak menyukai pekerjaan yang saya ceburi (atau pekerjaan yang bakal saya ceburi).
22,Saya dilihat seorang yang peramah dan senang berkawan.
23,Saya berpendapat tugas pelajar bukan untuk memperkenalkan Malaysia di luar negara.
24,"Dalam aktiviti berkumpulan, saya lebih cenderung menjadi pengikut daripada menjadi pemimpin."
25,Saya boleh bersimpati dan memahami penderitaan orang lain.
26,Saya mendapati sukar untuk berbicara dengan orang yang baru dikenali.
27,Kadangkala saya tidak bercakap benar.
28,Saya lebih suka bersendirian di tempat kerja (di rumah) dan tidak banyak melibatkan diri dengan aktiviti luar.
29,Saya mudah terganggu oleh bunyi bising dan keadaan kelam kabut.
30,Saya menerima layanan yang tidak adil dalam kehidupan.
31,Kadangkala saya dianggap sebagai seorang yang tidak logik.
32,Saya boleh memahami apabila seseorang itu lambat untuk sesuatu temu janji.
33,Saya positif terhadap masa hadapan.
34,Saya berharap boleh menjadi bahagia seperti orang lain.
35,Saya selesa mempamerkan kemesraan terhadap ahli keluarga secara terbuka.
36,Bagi saya kemasukan pendatang tanpa izin di negara ini tidak perlu dibimbangkan kerana mereka sekadar mencari rezeki.
37,Saya mengambil inisiatif merancang aktiviti atau percutian bersama keluarga.
38,Saya berasa belas kasihan terhadap mereka yang lemah dan tidak berdaya.
39,Saya menentang pemberian wang kepada peminta sedekah.
40,Saya tidak membaca rencana pengarang dalam akhbar setiap hari.
41,Saya berasa gembira apabila melibatkan diri dengan aktiviti sosial.
42,Saya biasanya kelihatan tenang.
43,Ada kalanya saya sangat mahu meninggalkan (lari dari) rumah.
44,Saya hanya membuat rumusan selepas meneliti semua perspektif tentang sesuatu perkara atau persoalan.
45,Ada individu mengatakan bahawa saya terlalu suka mengarah atau tidak bertimbang rasa.
46,"Saya mempunyai ketakutan yang amat sangat (fobia) terhadap sesuatu objek, tempat atau situasi tertentu."
47,Saya mudah berasa sedih dalam pertikaian atau perdebatan.
48,Saya sukar meluahkan perasaan dengan kata-kata.
49,Saya berasa bangga sekiranya akhbar di luar negara melaporkan berita positif tentang Malaysia.
50,Saya akan cuba memelihara keharmonian walau dengan apa cara sekalipun.
51,Saya prihatin terhadap isu masyarakat seperti kemiskinan dan pengangguran walaupun tiada kaitan dengan diri.
52,Saya berharap saya bukan seorang yang pemalu.
53,Kadangkala saya menangguhkan kerja yang sepatutnya saya lakukan pada hari ini ke hari esok.
54,Saya biasanya mengelak daripada melakukan aktiviti yang banyak menggunakan tenaga dan membebankan.
55,Saya berasa tidak selesa apabila memandu (berada) dalam kesesakan jalan raya.
56,Tiada sesiapa pun yang memahami saya.
57,Kadangkala saya mempunyai perasaan tidak selesa seperti sedang diperhatikan atau menjadi bahan percakapan orang lain.
58,Saya cenderung membantu daripada mengkritik apabila mengemukakan maklum balas.
59,Kadangkala saya berasa putus harapan apabila tiada kemajuan atau pencapaian dalam kehidupan.
60,Pada hari ini saya berasa tidak mudah berputus asa terhadap sesuatu perkara.
61,Saya seorang pendiam.
62,"Saya berpendapat kegagalan ada di mana-mana dan sekiranya pelajar gagal dalam pengajian, soal ganti rugi tidak timbul."
63,Saya suka bersaing dalam semua perkara.
64,Saya prihatin terhadap perasaan dan keperluan ahli keluarga yang sakit.
65,Keluarga saya kurang memberikan kasih sayang berbanding dengan orang lain.
66,Saya cepat marah apabila tidak sihat.
67,Saya terus melaksanakan sesuatu aktiviti supaya tidak membazirkan masa.
68,Saya mudah berasa gembira berbanding orang lain.
69,Saya mendapati sukar untuk memberi tumpuan kepada sesuatu tugas.
70,Saya cenderung meragui motif dan tindakan orang lain.
71,Saya seorang yang cepat marah.
72,Hidup saya sangat bermakna.
73,Saya tidak kisah jika dijadikan bahan ketawa.
74,Saya berasa sukar dan malu membincangkan perkara berkaitan seks.
75,Saya berasa kecewa sekiranya pasukan negara kecundang dalam pertandingan.
76,Saya suka mengawal dan menyelia orang lain.
77,Saya cepat menyedari apabila seseorang memerlukan galakan atau kata perangsang.
78,Ibu bapa saya kerap menentang saya berkawan dengan individu tertentu.
79,Ada masanya saya marah.
80,Saya lebih suka bersendirian daripada bersama dengan orang lain.
81,Saya cepat kembali tenang selepas berlaku sesuatu peristiwa yang mengganggu fikiran.
82,Saya pernah mengalami pengalaman yang pelik dan ganjil.
83,Saya mudah berasa malu.
84,Saya cenderung untuk bertelagah.
85,Kadangkala saya terganggu oleh perasaan tidak dihargai atau tidak dipedulikan.
86,Saya melakukan banyak perkara yang saya rasa menyesal kemudiannya.
87,Saya boleh menyatakan penghargaan atau kegembiraan apabila melihat sesuatu yang indah dan cantik.
88,Setelah tamat pengajian saya ingin bekerja di luar negara untuk mencari pengalaman dan wang sebelum balik berkhidmat di negara sendiri.
89,Saya terlalu yakin kepada diri sehingga kadangkala menyakitkan hati kawan-kawan.
90,Saya sangat prihatin terhadap kebajikan orang lain.
91,Saya suka berbicara tentang seks.
92,Peradaban saya di meja makan semasa di rumah tidak sebaik jika saya bersama orang lain.
93,Saya selalu bersenam untuk menjaga kesihatan.
94,Kanak-kanak yang aktif dan bising membuatkan saya cepat marah.
95,Saya tidak pernah mengalami masalah disebabkan oleh tingkah laku seksual.
96,Kadangkala saya mudah berasa cemburu.
97,Saya berani menegur kesalahan orang lain.
98,Kisah silam kerap menghantui fikiran saya.
99,Saya jarang bertengkar dengan ahli keluarga.
100,Saya sukar menjadi peramah dan mesra.
101,Saya tidak peduli apa orang lain kata tentang Malaysia kerana tugas saya adalah untuk belajar.
102,Saya cenderung menerima sesuatu perkara daripada membuat bantahan walaupun berpendapat perkara tersebut tidak adil.
103,Saya terlalu lembut hati sehingga sukar untuk bersikap tegas.
104,Saya seorang yang agak berdikari dan bebas daripada peraturan keluarga.
105,"Sekiranya saya boleh menonton wayang tanpa membayar dan tidak pula dilihat oleh orang lain, saya mungkin akan melakukannya."
106,Saya suka melayan tetamu di rumah.
107,"Saya kerap memendam perasaan sehingga ke tahap ""menunggu masa untuk meletup."""
108,"Semasa kecil, kadang-kadang saya mencuri."
109,Saya mendapati terlalu sukar untuk menerima kritikan atau celaan.
110,Saya amat menghormati orang lain.
111,Saya selalu berputus asa sehingga mudah menitiskan air mata.
112,Perjuangan yang paling sukar adalah berhubung diri sendiri.
113,Saya mudah mempamerkan kemesraan kepada kanak-kanak.
114,Saya tidak endah tentang jenama dan buatan sesuatu barang semasa membeli belah asalkan ia murah.
115,Saya memerlukan dorongan dan galakan untuk bekerja dengan lebih berkesan.
116,Kebanyakan orang menganggap saya kurang perasaan belas kasihan terhadap sesuatu perkara.
117,Ahli keluarga saya mempamerkan simpati kepada saya.
118,"Dalam sesuatu perlawanan, saya lebih suka menang daripada kalah."
119,Saya seorang yang cergas dan bertenaga.
120,Saya kerap menggunakan ubat-ubatan untuk menenangkan diri.
121,"Sekiranya orang lain tidak menganiayai saya, mungkin kehidupan saya menjadi lebih berjaya pada hari ini."
122,Saya cenderung untuk membalas dendam.
123,Saya mudah hilang sabar dengan seseorang yang selalu sakit.
124,Saya kerap berasa tertekan kerana masalah peribadi.
125,Saya berasa telah melakukan banyak kesalahan pada kebanyakan masa.
126,Saya cenderung menyimpan perasaan dalam hati.
127,Saya bersetuju berkhidmat di negara lain sekiranya mendapat tawaran lumayan daripada syarikat multinasional di luar negara.
128,Saya bersedia mempertahankan hak saya.
129,Saya bersedia menjadi pendengar yang baik apabila seseorang ingin bercakap tentang dirinya.
130,Saya berasa kecewa terhadap percintaan.
131,Saya suka mengenali orang berpengaruh kerana membuatkan diri berasa penting.
132,"Saya seorang yang boleh dianggap sebagai ""orang yang berdaya usaha"" atau ""seseorang yang penuh semangat dan cita-cita."""
133,Kebiasaannya saya tidak berasa risau dan bimbang.
134,Saya berfikir dan bercakap secara logik.
135,Saya cenderung bersikap sinis apabila marah dengan seseorang.
136,"Apabila saya berasa sangat tertekan, saya ada terfikir untuk membunuh diri."
137,Saya berasa gembira pada kebanyakan masa.
138,"Saya bercakap dengan penuh semangat, berintonasi dan menggunakan bahasa badan."
139,Saya bertanggungjawab memperbetulkan pendapat negatif yang memburukkan negara.
140,Saya suka menyatakan pendapat atau pendirian saya ke atas sesuatu isu.
141,Orang lain sering menemui saya untuk mengadu kesusahan atau masalah yang dialami.
142,Cara saya melakukan sesuatu kerap disalahfahamkan oleh orang lain.
143,Saya tidak menyukai setiap orang yang saya kenali.
144,Saya mempunyai pelbagai minat.
145,Saya terlalu risau tentang kesihatan diri.
146,Saya seorang yang adil.
147,Saya tidak menghormati individu yang kelihatan seperti tidak berdaya untuk menyara hidup.
148,Saya kerap berasa kurang keyakinan diri.
149,Seseorang ingin membalas dendam terhadap saya.
150,Saya mempunyai ramai kawan dan kenalan.
151,Bagi saya tanggungjawab mempertahankan maruah negara bukan tugas pelajar kerana mereka perlu memberi tumpuan dalam bidang akademik sahaja.
152,Saya yakin dengan diri apabila melakukan sesuatu perkara atau tugasan.
153,Saya percaya bahawa setiap orang berhak untuk mendapat peluang kedua.
154,"Kadangkala, tanpa sebarang sebab atau apabila sesuatu berlaku tidak seperti yang dirancang, saya berasa sangat gembira."
155,Ada masanya saya juga mengumpat.
156,Saya suka mempunyai banyak kerja untuk dilaksanakan.
157,"Saya mempunyai perlakuan seperti menggigit kuku, menggoyang kaki dan sebagainya ketika berada dalam keadaan gemuruh."
158,Saya kerap salah sangka apa yang orang lain buat dan perkatakan.
159,Saya dianggap seorang yang tenang dan tidak cerewet.
160,Saya mudah hilang semangat apabila dikritik.
161,Saya pernah dihantar berjumpa dengan pengetua (guru besar) kerana bertingkah laku tidak baik.
162,Saya cenderung berasa malu dan mengasingkan diri.
163,Saya percaya khidmat yang diberikan walaupun sedikit adalah untuk membalas budi negara.
164,Saya cenderung bergantung kepada orang lain apabila perlu membuat keputusan.
165,Saya mudah berasa belas kasihan.
166,"Apabila berada dalam kumpulan, saya mempunyai masalah untuk membicarakan perkara yang sepatutnya dibincangkan."
167,"Semasa mengundi, kadangkala saya memilih calon yang saya tidak berapa kenal."
168,Saya dianggap seorang yang bekerja bersungguh-sungguh tanpa mengenal penat lelah.
169,Saya mengalami sakit perut atau hilang selera makan apabila risau atau mengalami tekanan perasaan.
170,Saya mengkaji personaliti dan isu calon apabila mengundi.
171,Saya cenderung menguasai orang yang berada di sekeliling saya.
172,"Saya kerap mengalami kemurungan, berasa tidak bermotivasi atau bersemangat tanpa apa-apa sebab."
173,Saya mengetahui individu yang bertanggungjawab di atas semua masalah yang dihadapi.
174,Terlalu sukar bagi saya meluahkan rasa simpati kepada seseorang yang sedang bersedih.
175,Perasaan bangga terhadap negara adalah sifat seorang sentimentalis.
176,Saya mudah memenuhi permintaan orang lain.
177,Saya amat berminat menolong generasi muda yang bermasalah.
178,Saya pasti orang lain memperkatakan tentang diri saya.
179,Kadangkala saya ketawa pada jenaka lucah.
180,Saya hanya bergaul dengan seorang atau dua kawan sahaja.
181,"Saya berasa perlu berada dalam kesibukan, sehingga sukar untuk berehat."
182,Saya dianggap sebagai seorang yang terlalu sensitif.
183,Saya cepat memaafkan kesalahan orang lain dan tidak peduli dengan kelakuan tidak sopan mereka.
184,Kadangkala saya berasa lesu akibat masalah emosi.
185,Ada kalanya pemikiran saya berjalan dengan pantas sehingga saya tidak boleh boleh menyuarakannya.
186,Saya berasa kurang selesa meluahkan rasa gembira apabila menerima hadiah.
187,Saya berasa bersemangat apabila melihat Jalur Gemilang berkibar di mana-mana pun.
188,Saya sentiasa cuba mempengaruhi seseorang untuk mengubah pendapatnya.
189,"Saya mudah mengetahui perasaan dan ""mood"" orang lain."
190,Saya mempunyai sedikit ketakutan berbanding dengan kawan saya.
191,Saya lebih suka membaca atau menonton televisyen selepas waktu kerja daripada keluar atau melibatkan diri dalam kegiatan sosial.
192,"Saya cuba mengurangkan tekanan perasaan dengan merokok, makan atau mengambil ubat-ubatan secara berlebihan."
193,Saya cenderung untuk berkhayal atau mengelamun tentang perkara yang tidak mungkin terlaksana atau terjadi.
194,Saya terlalu kritis terhadap sebahagian ahli keluarga saya.
195,Saya selalu senyum dan ketawa.
196,Saya percaya kehidupan saya adalah tenang seperti kebanyakan orang lain.
197,Saya seorang yang suka berbual dan berinteraksi.
198,"Setelah tamat pengajian, bekerja dengan penaja merupakan pilihan utama saya."
199,Saya seorang yang mementingkan ketaatan yang tidak berbelah bahagi.
200,Saya berpendapat bahawa negara kita terlalu prihatin terhadap keperluan dan kesusahan yang dialami oleh rakyat di negara lain.
201,Saya berasa geram terhadap undang-undang apabila seorang penjenayah dibebaskan disebabkan perdebatan peguam yang bijak.
202,Saya lebih suka mendengar dan memerhati daripada mengambil bahagian dalam sesuatu perbincangan.
203,Saya mudah terlena walaupun ketika duduk atau baring.
204,Saya mendapati sukar untuk melupakan sesuatu situasi atau peristiwa yang memalukan.
205,Saya selalu memberi komen yang bersahaja dan sinis sehingga menyinggung perasaan orang lain.
206,Saya kerap berasa tidak bersemangat disebabkan oleh perasaan rendah diri.
207,Tingkah laku saya banyak dipengaruhi oleh tingkah laku individu yang berada di sekeliling saya.
208,Saya berasa terlalu diberi perhatian oleh ramai orang.
209,Saya akan membayar balik pinjaman yang diberikan oleh penaja hanya apabila pihak penaja menghubungi saya.
210,Orang lain mudah mengambil kesempatan ke atas diri saya.
211,Saya akan berbuat apa sahaja yang mungkin untuk melindungi binatang daripada dianiaya.
212,Saya pernah mengambil minuman beralkohol secara berlebihan.
213,Saya berasa gembira dan seronok apabila melakukan aktiviti kemasyarakatan.
214,Saya dianggap sebagai seorang yang mudah terasa.
215,Saya cuba membuat pertimbangan yang adil dan saksama tanpa dipengaruhi oleh emosi.
216,Saya bersikap seolah-olah saya lebih baik daripada orang lain.
217,Saya berasa sukar untuk melakukan sebarang aktiviti walaupun ada masa terluang.
218,Saya tidak mengalami penurunan atau peningkatan berat badan.
219,Saya boleh berkongsi suka duka dengan kawan baik saya.
220,Pencapaian prestasi akademik yang terbaik penting bagi menaikkan imej negara.
221,Saya suka berucap di khalayak ramai dan seronok menghadapi cabaran dalam sesuatu perbahasan.
222,Saya kurang berminat terhadap masalah emosi orang lain.
223,Saya tidak pernah terlibat dalam kesalahan yang melibatkan perundangan.
224,Saya berminat dengan orang ramai dan suka mencari kenalan baru.
225,Saya kerap berasa cemas tanpa sebab.
226,Saya sentiasa berjaga-jaga dan prihatin terhadap apa yang mungkin difikirkan oleh orang lain.
227,Saya lambat membuat pengaduan walaupun apabila diri saya disusahkan atau diperalatkan.
228,Saya kerap berasa murung disebabkan oleh kenangan zaman kanak-kanak atau pengalaman yang lepas.
229,Apa yang difikirkan oleh orang lain terhadap diri saya tidak menganggu saya.
230,Saya mendapati sukar untuk memenuhi kehendak ahli keluarga saya.
231,Saya berpendapat mempelajari sejarah negara tidak sepenting mempelajari bidang sains.
232,Pertuturan dan perlakuan saya menampakkan ketegasan.
233,Saya seorang yang bertimbang rasa dan memahami keadaan apabila berurusan dengan orang yang lebih berusia.
234,Saya pernah berasa sangat gembira tanpa sebarang sebab.
235,Orang lain mengatakan bahawa saya seorang yang sentiasa aktif.
236,Saya menjadi tertekan dan bimbang apabila ada banyak beban kerja yang perlu dibereskan dalam masa yang singkat.
237,"Sekiranya perlu, saya akan bersikap adil dan saksama dalam membantu orang lain menyelesaikan perbezaan atau pertelingkahan mereka."
238,Saya berpendapat kebanyakan orang berlumba-lumba untuk mendapatkan apa jua yang mereka mahukan.
239,"Saya pernah mengalami kemurungan tanpa sebab, dan keadaan ini berlarutan untuk beberapa hari."
240,Saya berasa kurang selesa melakukan sesuatu tindakan secara spontan dalam sesuatu majlis walaupun orang lain melakukan perkara yang sama.
241,Saya berasa tersekat dan terhalang dalam hubungan percintaan.
242,Saya akan balik dengan segera setelah tamat pengajian walaupun peluang pekerjaan adalah terhad berbanding dengan di negara tempat saya belajar.
243,"Saya mendapati sukar untuk mengatakan ""Tidak"" kepada jurujual yang pandai memujuk."
244,Saya rasa tidak perlu meminta maaf selepas menyinggung perasaan orang lain.
245,Ibu bapa dan keluarga saya mencari banyak kesalahan saya daripada yang sepatutnya.
